City,Date,PM2.5,PM10,NO2,SO2,O3,AQI,AQI_Bucket
Chandigarh,2022-04-22,58.52708333333334,137.725,27.75,50.95416666666667,37.4875,151.875,Moderate
Chandigarh,2022-04-23,57.98583333333334,155.9,29.991666666666664,41.87083333333333,38.425,149.16666666666666,Moderate
Chandigarh,2022-04-24,67.37458333333333,156.20416666666668,27.566666666666663,44.00833333333333,46.47083333333333,160.33333333333334,Moderate
Chandigarh,2022-04-25,72.44333333333334,177.95833333333334,29.416666666666668,31.35833333333333,45.56666666666666,172.79166666666666,Moderate
Chandigarh,2022-04-26,70.19583333333334,170.12916666666666,32.050000000000004,55.65416666666667,41.0375,168.83333333333334,Moderate
Chandigarh,2022-04-27,78.50708333333333,157.84166666666667,34.354166666666664,61.3375,42.72916666666666,168.20833333333334,Moderate
Chandigarh,2022-04-28,71.70375,178.27083333333334,41.1,66.60416666666667,49.07916666666667,170.66666666666666,Moderate
Chandigarh,2022-04-29,83.30958333333334,197.05416666666667,28.416666666666668,84.84166666666667,50.895833333333336,187.04166666666663,Moderate
Chandigarh,2022-04-30,103.09958333333331,213.2625,37.5375,98.78333333333336,48.63333333333333,201.4583333333333,Poor
Chandigarh,2022-05-01,71.25041666666667,157.71666666666667,20.379166666666663,44.75,59.37083333333334,162.875,Moderate
Chandigarh,2022-05-02,69.02208333333333,161.49166666666667,22.03333333333333,58.7125,52.45,162.125,Moderate
Chandigarh,2022-05-03,114.04166666666669,157.08333333333334,32.125,100.54166666666669,108.125,217.29166666666663,Poor
Chandigarh,2022-05-04,47.584583333333335,93.8125,28.14583333333333,91.35833333333332,43.69166666666666,127.91666666666669,Moderate
Chandigarh,2022-05-05,78.96583333333334,168.97083333333333,36.04166666666666,64.78333333333333,39.28333333333333,178.70833333333334,Moderate
Chandigarh,2022-05-06,75.4075,151.49583333333334,30.604166666666668,10.4875,51.5625,176.70833333333334,Moderate
Chandigarh,2022-05-07,66.485,143.4125,31.73333333333333,17.349999999999998,50.13333333333333,160.16666666666666,Moderate
Chandigarh,2022-05-08,63.05458333333333,141.63333333333333,27.079166666666666,18.079166666666666,57.65,158.20833333333334,Moderate
Chandigarh,2022-05-09,50.57791666666666,110.31666666666666,27.195833333333336,10.1875,53.1375,138.45833333333334,Moderate
Chandigarh,2022-05-10,52.54416666666666,110.05833333333334,22.34583333333333,50.12916666666666,51.24583333333334,140.375,Moderate
Chandigarh,2022-05-11,57.48791666666667,118.96666666666664,25.975,16.495833333333334,56.12916666666666,150.70833333333334,Moderate
Chandigarh,2022-05-12,57.12440000000001,126.892,24.168000000000003,12.128,54.64,149.72,Moderate
Chandigarh,2022-05-13,76.53125,165.57916666666668,30.2625,65.07916666666667,47.4875,172.54166666666666,Moderate
Chandigarh,2022-05-14,92.91291666666666,195.7541666666667,31.1125,17.166666666666668,48.29583333333333,191.0,Moderate
Chandigarh,2022-05-15,83.05875,175.27083333333334,31.666666666666668,40.25416666666667,50.66666666666666,186.79166666666663,Moderate
Chandigarh,2022-05-16,65.69,157.4125,21.579166666666666,74.87916666666666,53.5125,160.625,Moderate
Chandigarh,2022-05-17,59.06958333333333,142.29583333333332,29.8,17.070833333333333,49.95,149.83333333333334,Moderate
Chandigarh,2022-05-18,56.745000000000005,129.48749999999998,30.683333333333334,26.23333333333333,42.35,149.70833333333334,Moderate
Chandigarh,2022-05-19,72.72583333333334,158.20000000000002,40.475,30.1875,46.90416666666667,173.08333333333334,Moderate
Chandigarh,2022-05-20,103.31166666666668,195.39166666666665,33.800000000000004,51.73333333333333,42.9375,202.7083333333333,Poor
Chandigarh,2022-05-21,63.80166666666667,164.45833333333334,28.816666666666663,19.33333333333333,41.75833333333333,160.45833333333334,Moderate
Chandigarh,2022-05-22,55.96458333333334,135.58333333333334,21.454166666666666,26.20833333333333,64.175,145.08333333333334,Moderate
Chandigarh,2022-05-23,23.501666666666665,49.458333333333336,19.55,27.9,54.21666666666667,73.375,Satisfactory
Chandigarh,2022-05-24,21.705416666666665,40.79583333333333,25.225,43.1375,35.2,71.0,Satisfactory
Chandigarh,2022-05-25,45.528333333333336,98.43333333333334,27.066666666666663,18.816666666666663,48.1875,120.20833333333331,Moderate
Chandigarh,2022-05-26,62.58708333333334,128.73749999999998,30.45,33.0875,53.895833333333336,154.79166666666666,Moderate
Chandigarh,2022-05-27,71.8875,167.65,30.3625,14.9875,57.93333333333334,168.375,Moderate
Chandigarh,2022-05-28,63.0625,148.92499999999998,25.40416666666667,15.708333333333334,48.0,161.20833333333334,Moderate
Chandigarh,2022-05-29,56.63999999999999,134.0875,22.804166666666664,103.47083333333336,56.0625,147.29166666666666,Moderate
Chandigarh,2022-05-30,55.82916666666667,155.54999999999998,22.179166666666664,100.41666666666669,48.63333333333333,147.41666666666666,Moderate
Chandigarh,2022-05-31,54.16166666666666,172.67916666666667,23.9125,109.12916666666666,46.15,147.25,Moderate
Chandigarh,2022-06-01,77.565,189.875,29.0,96.02083333333331,43.46666666666667,165.33333333333334,Moderate
Chandigarh,2022-06-02,53.58958333333334,143.67083333333332,26.5125,50.025,47.95,138.25,Moderate
Chandigarh,2022-06-03,43.29,121.71666666666664,30.729166666666668,14.720833333333331,46.1375,120.33333333333331,Moderate
Chandigarh,2022-06-04,61.805,123.45,32.55833333333333,54.37083333333334,53.525,147.625,Moderate
Chandigarh,2022-06-05,53.52583333333333,149.25416666666666,32.36666666666667,19.4125,57.57916666666667,138.16666666666666,Moderate
Chandigarh,2022-06-06,56.24333333333333,160.57916666666668,31.02916666666667,54.69166666666666,37.85,145.41666666666666,Moderate
Chandigarh,2022-06-07,63.840833333333336,175.4416666666667,34.92916666666667,35.229166666666664,50.80416666666667,160.83333333333334,Moderate
Chandigarh,2022-06-08,61.439166666666665,199.1,29.34583333333333,15.8875,48.2875,153.5,Moderate
Chandigarh,2022-06-09,60.580000000000005,185.78333333333333,27.59166666666667,11.933333333333332,49.37083333333334,154.75,Moderate
Chandigarh,2022-06-10,64.13083333333333,191.60416666666663,25.0625,9.608333333333333,49.12083333333334,160.0,Moderate
Chandigarh,2022-06-11,64.11416666666666,193.86666666666667,21.291666666666668,9.845833333333331,54.40833333333333,162.625,Moderate
Chandigarh,2022-06-12,74.4828,181.576,27.444000000000003,11.372,51.448,175.4,Moderate
Chandigarh,2022-06-13,93.20125,226.41666666666663,22.254166666666663,11.158333333333331,47.79166666666666,194.29166666666663,Moderate
Chandigarh,2022-06-14,131.26166666666668,295.0458333333333,18.004166666666666,11.579166666666666,57.75,212.54166666666663,Poor
Chandigarh,2022-06-15,81.67833333333333,172.2875,18.195833333333333,8.370833333333334,51.19166666666666,156.70833333333334,Moderate
Chandigarh,2022-06-16,40.77791666666666,76.14999999999999,27.825000000000003,8.045833333333333,39.81666666666667,114.29166666666669,Moderate
Chandigarh,2022-06-17,32.690416666666664,89.3625,23.58333333333333,7.399999999999999,28.27083333333333,101.08333333333331,Moderate
Chandigarh,2022-06-18,31.30625,79.00416666666668,21.245833333333334,12.970833333333331,24.808333333333334,93.45833333333331,Satisfactory
Chandigarh,2022-06-19,57.62708333333333,102.80416666666667,15.491666666666667,16.654166666666665,68.25833333333334,144.08333333333334,Moderate
Chandigarh,2022-06-20,33.538333333333334,75.9875,22.566666666666663,11.029166666666669,39.2,99.70833333333331,Satisfactory
Chandigarh,2022-06-21,37.39958333333333,76.57083333333334,23.758333333333336,8.541666666666666,37.45,106.83333333333331,Moderate
Chandigarh,2022-06-22,66.56625,97.8,22.791666666666668,42.54583333333333,64.4375,157.75,Moderate
Chandigarh,2022-06-23,67.875,93.04166666666669,21.5,54.208333333333336,105.95833333333331,165.70833333333334,Moderate
Chandigarh,2022-06-24,83.5,113.75,26.58333333333333,60.16666666666666,102.375,187.375,Moderate
Chandigarh,2022-06-25,68.54166666666667,93.16666666666669,30.625,56.79166666666666,109.54166666666669,167.875,Moderate
Chandigarh,2022-06-26,95.75,127.33333333333331,18.5,48.833333333333336,120.45833333333331,203.75,Poor
Chandigarh,2022-06-27,119.70833333333331,159.33333333333334,20.291666666666668,51.333333333333336,106.5,235.4583333333333,Poor
Chandigarh,2022-06-28,111.29166666666669,149.95833333333334,15.875,45.083333333333336,123.54166666666669,224.375,Poor
Chandigarh,2022-06-29,99.4090909090909,134.4090909090909,14.727272727272728,38.45454545454545,120.63636363636364,208.45454545454547,Poor
Chandigarh,2022-06-30,,,,,,,
Chandigarh,2022-07-01,,,,,,,
Chandigarh,2022-07-02,,,,,,,
Chandigarh,2022-07-03,27.916666666666668,39.708333333333336,21.291666666666668,33.208333333333336,84.5,84.75,Satisfactory
Chandigarh,2022-07-04,44.2,94.29583333333332,20.0625,16.379166666666666,52.54583333333333,121.58333333333331,Moderate
Chandigarh,2022-07-05,52.367916666666666,109.45416666666668,15.441666666666668,10.75,46.145833333333336,139.75,Moderate
Chandigarh,2022-07-06,22.76291666666667,65.5,20.754166666666663,8.079166666666667,33.30833333333333,73.08333333333333,Satisfactory
Chandigarh,2022-07-07,33.330416666666665,80.22916666666667,18.875,10.3875,34.17916666666667,97.79166666666669,Satisfactory
Chandigarh,2022-07-08,54.13916666666666,93.30833333333334,19.695833333333333,8.283333333333333,32.166666666666664,138.08333333333334,Moderate
Chandigarh,2022-07-09,30.50708333333333,58.75416666666666,23.075,10.295833333333333,20.579166666666666,89.08333333333333,Satisfactory
Chandigarh,2022-07-10,16.4325,40.458333333333336,18.529166666666665,6.591666666666666,23.866666666666664,58.25,Satisfactory
Chandigarh,2022-07-11,33.49375,70.66250000000001,18.9375,8.904166666666667,39.13333333333333,98.04166666666669,Satisfactory
Chandigarh,2022-07-12,35.06,67.104,20.308,7.496,30.044,100.72,Moderate
Chandigarh,2022-07-13,25.0375,58.40416666666667,21.325,7.875,24.3125,78.25,Satisfactory
Chandigarh,2022-07-14,23.414583333333336,52.20416666666666,17.525000000000002,9.104166666666666,25.1375,73.79166666666667,Satisfactory
Chandigarh,2022-07-15,18.25958333333333,45.43333333333334,16.504166666666666,20.4125,24.08333333333333,63.125,Satisfactory
Chandigarh,2022-07-16,17.364583333333332,40.99583333333333,12.704166666666666,7.170833333333333,38.44583333333333,61.04166666666666,Satisfactory
Chandigarh,2022-07-17,13.874166666666667,35.96666666666667,14.620833333333332,12.304166666666667,25.02083333333333,52.208333333333336,Satisfactory
Chandigarh,2022-07-18,28.366666666666664,60.94583333333333,17.304166666666667,26.329166666666666,65.00416666666666,85.95833333333333,Satisfactory
Chandigarh,2022-07-19,50.91166666666667,83.7375,16.125,11.158333333333331,81.60416666666667,117.33333333333331,Moderate
Chandigarh,2022-07-20,30.03916666666667,59.68333333333333,15.141666666666666,16.604166666666668,44.88333333333333,86.45833333333333,Satisfactory
Chandigarh,2022-07-21,24.71291666666667,51.5125,21.695833333333336,7.029166666666666,38.77916666666667,77.33333333333333,Satisfactory
Chandigarh,2022-07-22,36.51291666666666,71.45833333333333,26.275,9.2875,46.93333333333334,98.91666666666669,Satisfactory
Chandigarh,2022-07-23,24.01833333333333,52.3875,23.52083333333333,6.616666666666667,28.666666666666668,76.25,Satisfactory
Chandigarh,2022-07-24,16.643333333333334,49.14166666666667,21.9,6.7250000000000005,37.645833333333336,59.79166666666666,Satisfactory
Chandigarh,2022-07-25,19.875416666666663,53.9125,18.879166666666663,7.954166666666667,33.229166666666664,68.95833333333333,Satisfactory
Chandigarh,2022-07-26,22.73708333333333,57.55833333333334,17.3125,8.512500000000001,22.391666666666666,73.16666666666667,Satisfactory
Chandigarh,2022-07-27,24.46083333333333,50.458333333333336,12.833333333333334,12.858333333333334,29.98333333333333,76.91666666666667,Satisfactory
Chandigarh,2022-07-28,26.265416666666667,52.0,13.429166666666667,13.745833333333332,26.054166666666664,80.91666666666667,Satisfactory
Chandigarh,2022-07-29,20.48,48.51666666666667,14.0625,5.0875,43.17083333333333,68.20833333333333,Satisfactory
Chandigarh,2022-07-30,18.64583333333333,43.18333333333334,15.020833333333334,25.15,42.6,64.0,Satisfactory
Chandigarh,2022-07-31,20.185,43.833333333333336,24.808333333333334,11.629166666666668,34.50416666666667,67.45833333333333,Satisfactory
Chandigarh,2022-08-01,35.11291666666667,86.89166666666667,16.666666666666668,35.57083333333333,46.5375,101.29166666666669,Moderate
Chandigarh,2022-08-02,42.47625,103.11666666666667,12.854166666666666,12.625,30.258333333333336,114.58333333333331,Moderate
Chandigarh,2022-08-03,68.19208333333333,104.37083333333334,34.5375,52.45,56.65416666666667,164.66666666666666,Moderate
Chandigarh,2022-08-04,33.083333333333336,47.125,30.70833333333333,46.125,45.875,97.0,Satisfactory
Chandigarh,2022-08-05,34.416666666666664,49.083333333333336,33.083333333333336,45.958333333333336,58.75,100.58333333333331,Moderate
Chandigarh,2022-08-06,46.625,66.41666666666667,35.666666666666664,61.875,78.625,126.375,Moderate
Chandigarh,2022-08-07,32.5,46.54166666666666,31.666666666666668,31.0,62.208333333333336,96.125,Satisfactory
Chandigarh,2022-08-08,47.875,68.625,45.75,66.54166666666667,34.708333333333336,132.95833333333334,Moderate
Chandigarh,2022-08-09,43.875,62.708333333333336,34.541666666666664,80.54166666666667,65.875,122.625,Moderate
Chandigarh,2022-08-10,37.91666666666666,54.29166666666666,24.041666666666668,71.0,82.75,107.66666666666669,Moderate
Chandigarh,2022-08-11,29.33333333333333,42.04166666666666,25.666666666666668,25.416666666666668,31.83333333333333,88.08333333333333,Satisfactory
Chandigarh,2022-08-12,26.157894736842103,37.42105263157895,29.157894736842103,55.578947368421055,63.21052631578947,81.05263157894737,Satisfactory
Chandigarh,2022-09-12,64.5,92.33333333333331,62.5,62.0,11.0,162.0,Moderate
Chandigarh,2022-09-13,36.55458333333333,78.21249999999999,17.495833333333334,32.25416666666667,69.925,107.08333333333331,Moderate
Chandigarh,2022-09-14,41.19458333333333,92.88333333333333,19.070833333333333,7.529166666666666,31.89583333333333,115.33333333333331,Moderate
Chandigarh,2022-09-15,26.92083333333333,69.07916666666667,16.775,11.3,32.37083333333333,82.20833333333333,Satisfactory
Chandigarh,2022-09-16,29.34,77.57083333333334,23.52083333333333,10.508333333333333,32.775,87.91666666666667,Satisfactory
Chandigarh,2022-09-17,37.54875,94.06666666666666,18.929166666666667,7.416666666666667,28.73333333333333,107.08333333333331,Moderate
Chandigarh,2022-09-18,45.0025,117.60833333333332,16.558333333333334,7.770833333333333,35.8125,124.25,Moderate
Chandigarh,2022-09-19,41.14666666666667,102.0625,20.15833333333333,14.483333333333334,39.9,116.20833333333331,Moderate
Chandigarh,2022-09-20,29.61625,77.16666666666667,19.0375,8.716666666666667,31.854166666666668,88.33333333333333,Satisfactory
Chandigarh,2022-09-21,24.927916666666665,73.13333333333334,17.7,10.104166666666666,27.829166666666666,79.33333333333333,Satisfactory
Chandigarh,2022-09-22,29.59166666666667,56.3375,18.820833333333333,12.9125,21.375,88.95833333333333,Satisfactory
Chandigarh,2022-09-23,26.22875,60.17916666666667,18.23333333333333,10.45,20.883333333333333,80.95833333333333,Satisfactory
Chandigarh,2022-09-24,15.098333333333334,33.13333333333333,18.3375,7.770833333333333,19.67083333333333,55.875,Satisfactory
Chandigarh,2022-09-25,15.280833333333334,37.72916666666666,14.658333333333331,53.708333333333336,29.375,57.29166666666666,Satisfactory
Chandigarh,2022-09-26,29.29125,78.32916666666667,14.866666666666667,8.354166666666666,30.03333333333333,89.0,Satisfactory
Chandigarh,2022-09-27,42.405,106.35416666666669,15.7625,10.308333333333334,31.525,116.20833333333331,Moderate
Chandigarh,2022-09-28,42.88375,82.55833333333334,17.162499999999998,8.262500000000001,37.00416666666667,116.33333333333331,Moderate
Chandigarh,2022-09-29,52.47416666666667,105.225,13.941666666666668,24.75,34.11666666666667,135.83333333333334,Moderate
Chandigarh,2022-09-30,54.69708333333333,115.325,14.708333333333334,7.683333333333334,37.91666666666666,140.375,Moderate
Chandigarh,2022-10-01,58.19375,112.38333333333333,17.60833333333333,9.841666666666669,43.48333333333333,147.75,Moderate
Chandigarh,2022-10-02,54.7875,114.96666666666664,15.775,7.504166666666666,41.2625,143.70833333333334,Moderate
Chandigarh,2022-10-03,43.97625,106.30416666666667,18.325,26.379166666666663,37.84583333333333,122.08333333333331,Moderate
Chandigarh,2022-10-04,45.31708333333333,108.65,23.195833333333336,9.133333333333336,40.69166666666667,126.125,Moderate
Chandigarh,2022-10-05,43.06583333333333,98.50833333333333,20.8,11.029166666666669,40.079166666666666,120.04166666666669,Moderate
Chandigarh,2022-10-06,34.4025,80.24166666666666,20.175,10.775,40.15,98.95833333333331,Satisfactory
Chandigarh,2022-10-07,36.00083333333333,80.48333333333333,19.5125,22.65,29.27916666666667,103.91666666666669,Moderate
Chandigarh,2022-10-08,43.173750000000005,84.97083333333333,18.854166666666668,10.6375,23.42083333333333,116.375,Moderate
Chandigarh,2022-10-09,36.51458333333333,73.27916666666667,14.416666666666666,8.95,30.479166666666668,105.16666666666669,Moderate
Chandigarh,2022-10-10,33.873333333333335,62.895833333333336,16.441666666666666,10.233333333333333,29.266666666666666,98.875,Satisfactory
Chandigarh,2022-10-11,13.224166666666669,39.18333333333333,18.98333333333333,32.8125,28.58333333333333,50.083333333333336,Satisfactory
Chandigarh,2022-10-12,23.008000000000003,63.04,20.048,11.44,34.592,73.92,Satisfactory
Chandigarh,2022-10-13,31.79833333333333,76.1125,20.508333333333333,10.420833333333333,34.86666666666667,94.16666666666669,Satisfactory
Chandigarh,2022-10-14,42.07958333333333,104.2625,24.575,16.866666666666667,35.550000000000004,115.33333333333331,Moderate
Chandigarh,2022-10-15,47.68291666666667,121.41666666666669,25.820833333333336,10.1125,40.49583333333333,126.58333333333331,Moderate
Chandigarh,2022-10-16,41.12166666666667,81.78750000000001,34.541666666666664,31.34583333333333,36.975,116.20833333333331,Moderate
Chandigarh,2022-10-17,53.54166666666666,76.83333333333333,36.625,84.83333333333333,83.45833333333333,143.5,Moderate
Chandigarh,2022-10-18,60.25,86.625,22.375,98.41666666666669,97.0,156.25,Moderate
Chandigarh,2022-10-19,49.0,71.08333333333333,16.25,69.95833333333333,86.75,133.125,Moderate
Chandigarh,2022-10-20,49.333333333333336,72.45833333333333,18.166666666666668,67.41666666666667,85.75,134.91666666666666,Moderate
Chandigarh,2022-10-21,42.625,64.41666666666667,21.916666666666668,64.66666666666667,67.75,119.20833333333331,Moderate
Chandigarh,2022-10-22,41.91666666666666,61.75,24.25,118.33333333333331,60.04166666666666,117.875,Moderate
Chandigarh,2022-10-23,42.458333333333336,61.16666666666666,26.375,118.54166666666669,54.16666666666666,119.08333333333331,Moderate
Chandigarh,2022-10-24,40.708333333333336,58.29166666666666,27.45833333333333,121.16666666666669,60.625,114.79166666666669,Moderate
Chandigarh,2022-10-25,45.54166666666666,65.04166666666667,24.20833333333333,122.0,77.54166666666667,126.75,Moderate
Chandigarh,2022-10-26,48.04166666666666,68.75,23.20833333333333,121.83333333333331,76.95833333333333,131.91666666666666,Moderate
Chandigarh,2022-10-27,46.54166666666666,67.125,25.166666666666668,121.45833333333331,69.20833333333333,128.70833333333334,Moderate
Chandigarh,2022-10-28,55.04166666666666,79.16666666666667,22.166666666666668,103.875,77.45833333333333,147.20833333333334,Moderate
Chandigarh,2022-10-29,56.083333333333336,80.58333333333333,20.375,103.625,85.79166666666667,147.66666666666666,Moderate
Chandigarh,2022-10-30,58.90416666666667,85.23333333333333,19.95833333333333,96.3,83.09583333333333,154.95833333333334,Moderate
Chandigarh,2022-10-31,67.99708333333334,101.02916666666664,22.416666666666668,102.29166666666669,78.125,166.91666666666666,Moderate
Chandigarh,2022-11-01,75.0,107.875,19.20833333333333,118.29166666666669,82.83333333333333,175.875,Moderate
Chandigarh,2022-11-02,36.04166666666666,52.958333333333336,22.291666666666668,99.79166666666669,60.458333333333336,103.20833333333331,Moderate
Chandigarh,2022-11-03,45.833333333333336,66.375,28.70833333333333,133.79166666666666,57.04166666666666,125.625,Moderate
Chandigarh,2022-11-04,58.25,85.04166666666667,25.541666666666668,123.58333333333331,65.375,149.95833333333334,Moderate
Chandigarh,2022-11-05,63.41666666666666,92.54166666666669,18.916666666666668,92.04166666666669,77.54166666666667,158.5,Moderate
Chandigarh,2022-11-06,63.66666666666666,94.29166666666669,21.666666666666668,76.95833333333333,64.25,159.33333333333334,Moderate
Chandigarh,2022-11-07,46.625,68.45833333333333,31.166666666666668,118.29166666666669,62.54166666666666,130.25,Moderate
Chandigarh,2022-11-08,45.66666666666666,66.75,40.75,84.5,56.16666666666666,127.04166666666669,Moderate
Chandigarh,2022-11-09,55.79166666666666,80.79166666666667,39.125,96.0,55.66666666666666,148.5,Moderate
Chandigarh,2022-11-10,40.54166666666666,58.833333333333336,38.29166666666666,101.08333333333331,51.583333333333336,114.33333333333331,Moderate
Chandigarh,2022-11-11,36.958333333333336,53.66666666666666,32.833333333333336,102.25,52.208333333333336,105.41666666666669,Moderate
Chandigarh,2022-11-12,36.52,52.36,30.48,96.96,58.32,104.04,Moderate
Chandigarh,2022-11-13,27.291666666666668,39.16666666666666,24.20833333333333,91.0,67.95833333333333,83.125,Satisfactory
Chandigarh,2022-11-14,40.16666666666666,58.91666666666666,27.041666666666668,31.95833333333333,53.41666666666666,113.29166666666669,Moderate
Chandigarh,2022-11-15,52.54166666666666,77.70833333333333,39.16666666666666,117.04166666666669,42.333333333333336,140.54166666666666,Moderate
Chandigarh,2022-11-16,58.41666666666666,84.70833333333333,25.58333333333333,136.20833333333334,61.5,154.58333333333334,Moderate
Chandigarh,2022-11-17,58.25,84.0,23.791666666666668,124.875,69.54166666666667,153.08333333333334,Moderate
Chandigarh,2022-11-18,57.25,82.0,44.25,129.41666666666666,58.708333333333336,151.875,Moderate
Chandigarh,2022-11-19,60.04166666666666,85.75,46.875,152.83333333333334,58.79166666666666,155.5,Moderate
Chandigarh,2022-11-20,56.29166666666666,80.66666666666667,44.458333333333336,83.29166666666667,46.458333333333336,149.625,Moderate
Chandigarh,2022-11-21,46.75,67.20833333333333,38.958333333333336,75.54166666666667,58.91666666666666,130.70833333333334,Moderate
Chandigarh,2022-11-22,48.875,70.25,39.375,83.41666666666667,67.83333333333333,135.625,Moderate
Chandigarh,2022-11-23,50.333333333333336,72.04166666666667,36.66666666666666,79.91666666666667,67.58333333333333,139.54166666666666,Moderate
Chandigarh,2022-11-24,55.04166666666666,78.83333333333333,45.583333333333336,83.45833333333333,58.958333333333336,147.20833333333334,Moderate
Chandigarh,2022-11-25,66.25,94.91666666666669,45.91666666666666,115.91666666666669,72.29166666666667,163.16666666666666,Moderate
Chandigarh,2022-11-26,59.5,84.95833333333333,30.375,91.875,75.29166666666667,154.66666666666666,Moderate
Chandigarh,2022-11-27,67.54166666666667,96.5,30.70833333333333,103.41666666666669,81.08333333333333,165.83333333333334,Moderate
Chandigarh,2022-11-28,68.58333333333333,98.125,50.79166666666666,102.20833333333331,70.375,167.625,Moderate
Chandigarh,2022-11-29,64.33333333333333,92.0,45.16666666666666,88.0,75.75,161.95833333333334,Moderate
Chandigarh,2022-11-30,63.875,91.08333333333331,44.29166666666666,88.08333333333333,73.45833333333333,161.41666666666666,Moderate
Chandigarh,2022-12-01,65.95833333333333,94.20833333333331,48.66666666666666,85.33333333333333,63.625,164.0,Moderate
Chandigarh,2022-12-02,88.58333333333333,126.58333333333331,56.625,138.375,67.41666666666667,194.2083333333333,Moderate
Chandigarh,2022-12-03,82.125,118.16666666666669,50.708333333333336,156.66666666666666,63.5,185.54166666666663,Moderate
Chandigarh,2022-12-04,75.08333333333333,107.70833333333331,49.833333333333336,120.125,54.04166666666666,176.08333333333334,Moderate
Chandigarh,2022-12-05,59.0,84.16666666666667,49.25,103.75,53.125,154.45833333333334,Moderate
Chandigarh,2022-12-06,45.208333333333336,64.79166666666667,35.791666666666664,66.54166666666667,60.083333333333336,126.54166666666669,Moderate
Chandigarh,2022-12-07,39.875,57.54166666666666,31.416666666666668,58.16666666666666,57.25,112.16666666666669,Moderate
Chandigarh,2022-12-08,51.875,74.5,42.375,69.41666666666667,49.833333333333336,141.875,Moderate
Chandigarh,2022-12-09,47.04166666666666,67.75,45.41666666666666,71.625,36.583333333333336,131.5,Moderate
Chandigarh,2022-12-10,35.708333333333336,51.75,44.0,74.08333333333333,31.75,102.625,Moderate
Chandigarh,2022-12-11,37.0,53.79166666666666,42.79166666666666,61.66666666666666,34.666666666666664,105.33333333333331,Moderate
Chandigarh,2022-12-12,34.21052631578947,49.31578947368421,37.73684210526316,63.94736842105263,46.26315789473684,98.52631578947368,Satisfactory
Chandigarh,2023-01-12,67.33333333333333,96.83333333333331,54.0,66.0,24.5,165.33333333333334,Moderate
Chandigarh,2023-01-13,51.0,74.66666666666667,37.333333333333336,47.04166666666666,54.833333333333336,136.83333333333334,Moderate
Chandigarh,2023-01-14,57.625,83.04166666666667,39.958333333333336,73.125,45.375,152.70833333333334,Moderate
Chandigarh,2023-01-15,67.125,96.125,44.208333333333336,88.70833333333333,51.958333333333336,165.58333333333334,Moderate
Chandigarh,2023-01-16,73.79166666666667,105.29166666666669,47.04166666666666,92.83333333333331,59.04166666666666,174.45833333333334,Moderate
Chandigarh,2023-01-17,71.08333333333333,101.79166666666669,48.125,89.79166666666667,60.875,170.875,Moderate
Chandigarh,2023-01-18,79.04166666666667,113.375,52.333333333333336,101.04166666666669,57.66666666666666,181.4583333333333,Moderate
Chandigarh,2023-01-19,65.25,94.41666666666669,41.833333333333336,129.5,50.458333333333336,161.58333333333334,Moderate
Chandigarh,2023-01-20,56.0,81.16666666666667,43.625,53.583333333333336,25.791666666666668,148.66666666666666,Moderate
Chandigarh,2023-01-21,53.29166666666666,76.79166666666667,45.458333333333336,94.04166666666669,39.54166666666666,139.125,Moderate
Chandigarh,2023-01-22,52.583333333333336,75.54166666666667,46.708333333333336,86.75,44.083333333333336,143.54166666666666,Moderate
Chandigarh,2023-01-23,54.79166666666666,78.79166666666667,45.833333333333336,55.0,43.875,144.375,Moderate
Chandigarh,2023-01-24,47.04166666666666,67.70833333333333,20.20833333333333,29.58333333333333,71.25,129.0,Moderate
Chandigarh,2023-01-25,67.33333333333333,96.83333333333331,34.166666666666664,38.5,55.04166666666666,165.625,Moderate
Chandigarh,2023-01-26,54.41666666666666,78.0,38.5,63.66666666666666,45.25,147.45833333333334,Moderate
Chandigarh,2023-01-27,59.583333333333336,85.41666666666667,42.91666666666666,68.875,45.833333333333336,154.83333333333334,Moderate
Chandigarh,2023-01-28,70.45833333333333,100.75,50.833333333333336,72.625,62.708333333333336,169.20833333333334,Moderate
Chandigarh,2023-01-29,49.875,71.875,29.875,39.25,56.875,134.33333333333334,Moderate
Chandigarh,2023-01-30,47.29166666666666,68.125,32.958333333333336,28.45833333333333,45.083333333333336,127.125,Moderate
Chandigarh,2023-01-31,36.66666666666666,52.75,33.583333333333336,54.125,43.04166666666666,105.125,Moderate
Chandigarh,2023-02-01,47.79166666666666,68.20833333333333,38.708333333333336,62.04166666666666,44.0,132.41666666666666,Moderate
Chandigarh,2023-02-02,48.083333333333336,68.66666666666667,32.166666666666664,67.91666666666667,50.458333333333336,134.08333333333334,Moderate
Chandigarh,2023-02-03,61.75,88.54166666666667,29.45833333333333,102.33333333333331,69.95833333333333,157.25,Moderate
Chandigarh,2023-02-04,48.333333333333336,69.66666666666667,27.5,74.70833333333333,75.875,131.95833333333334,Moderate
Chandigarh,2023-02-05,40.41666666666666,58.29166666666666,37.79166666666666,59.375,53.25,114.5,Moderate
Chandigarh,2023-02-06,36.79166666666666,54.125,39.083333333333336,32.75,50.75,105.58333333333331,Moderate
Chandigarh,2023-02-07,28.58333333333333,41.833333333333336,28.33333333333333,52.66666666666666,55.208333333333336,86.08333333333333,Satisfactory
Chandigarh,2023-02-08,39.625,56.833333333333336,34.25,62.54166666666666,49.833333333333336,112.0,Moderate
